0;121
1;122
2;122
3;123
4;122
5;122
6;124
7;124
8;123
9;121
10;121
11;121
12;120
13;119
14;119
15;118
16;119
17;120
18;120
19;120
20;120
21;120
22;122
23;122
24;121
25;120
26;120
27;121
28;121
29;122
30;123
31;122
32;122
33;121
34;122
35;122
36;121
37;121
38;121
39;120
40;118
41;117
42;118
43;118
44;118
45;119
46;119
47;119
48;119
49;118
50;119
51;117
52;117
53;117
54;118
55;117
56;116
57;119
58;121
59;122
60;120
61;121
62;121
63;120
64;120
65;121
66;121
67;122
68;122
69;122
70;123
71;122
72;124
73;125
74;126
75;122
76;122
77;122
78;120
79;120
80;121
81;121
82;120
83;121
84;120
85;122
86;123
87;122
88;124
89;125
90;123
91;126
92;126
93;123
94;123
95;123
96;122
97;123
98;124
99;125
100;125
101;124
102;122
103;122
104;123
105;121
106;120
107;122
108;122
109;123
110;122
111;122
112;122
113;122
114;121
115;120
116;119
117;119
118;118
119;119
120;120
121;121
122;122
123;123
124;121
125;122
126;121
127;123
128;123
129;121
130;123
131;124
132;124
133;124
134;124
135;124
136;123
137;124
138;122
139;121
140;121
141;119
142;121
143;123
144;123
145;124
146;124
147;127
148;127
149;127
150;125
151;125
152;126
153;124
154;125
155;125
156;125
157;125
158;124
159;124
160;122
161;122
162;122
163;123
164;125
165;125
166;123
167;122
168;122
169;122
170;123
171;125
172;124
173;123
174;125
175;126
176;127
177;124
178;126
179;125
180;124
181;125
182;126
183;125
184;124
185;125
186;123
187;122
188;121
189;121
190;122
191;123
192;122
193;122
194;123
195;125
196;124
197;124
198;125
199;125
200;126
201;126
202;126
203;126
204;125
205;125
206;125
207;123
208;122
209;122
210;123
211;123
212;123
213;123
214;125
215;126
216;125
217;124
218;124
219;124
220;123
221;123
222;121
223;121
224;121
225;124
226;123
227;124
228;124
229;125
230;125
231;125
232;124
233;124
234;122
235;123
236;123
237;125
238;123
239;125
240;125
241;124
242;125
243;124
244;124
245;126
246;126
247;127
248;127
249;126
250;128
251;128
252;127
253;127
254;127
255;129
256;128
257;130
258;128
259;127
260;128
261;128
262;128
263;129
264;127
265;127
266;128
267;130
268;130
269;130
270;129
271;130
272;129
273;129
274;131
275;133
276;131
277;129
278;129
279;130
280;131
281;130
282;129
283;127
284;126
285;125
286;125
287;125
288;126
289;126
290;126
291;125
292;127
293;128
294;126
295;125
296;125
297;126
298;126
299;127
300;126
301;126
302;127
303;125
304;124
305;124
306;123
307;124
308;125
309;126
310;125
311;126
312;126
313;125
314;126
315;127
316;126
317;127
318;128
319;126
320;127
321;127
322;126
323;127
324;126
325;125
326;125
327;125
328;125
329;124
330;125
331;122
332;122
333;121
334;122
335;123
336;124
337;125
338;124
339;124
340;124
341;124
342;124
343;123
344;124
345;123
346;124
347;124
348;125
349;125
350;125
351;125
352;126
353;129
354;129
355;127
356;126
357;124
358;123
359;125
360;123
361;125
362;125
363;126
364;126
365;125
366;126
367;129
368;131
369;129
370;129
371;130
372;128
373;128
374;129
375;128
376;128
377;127
378;127
379;127
380;127
381;128
382;128
383;129
384;128
385;128
386;129
387;129
388;129
389;129
390;129
391;130
392;129
393;127
394;127
395;127
396;126
397;126
398;127
399;127
400;128
401;128
402;125
403;127
404;127
405;128
406;129
407;130
408;129
409;127
410;127
411;125
412;125
413;126
414;125
415;126
416;126
417;127
418;129
419;128
420;126
421;125
422;124
423;122
424;124
425;125
426;126
427;127
428;127
429;126
430;125
431;127
432;129
433;128
434;129
435;126
436;127
437;127
438;126
439;127
440;126
441;128
442;127
443;127
444;126
445;126
446;127
447;125
448;125
449;126
450;126
451;127
452;126
453;125
454;125
455;126
456;128
457;130
458;130
459;129
460;128
461;127
462;126
463;126
464;125
465;124
466;125
467;126
468;128
469;128
470;128
471;130
472;129
473;130
474;129
475;128
476;130
477;130
478;130
479;130
480;128
481;128
482;128
483;127
484;127
485;128
486;129
487;128
488;128
489;128
490;128
491;127
492;127
493;126
494;126
495;128
496;127
497;127
498;128
499;129
500;130
501;128
502;128
503;129
504;127
505;126
506;126
507;125
508;127
509;127
510;127
511;126
512;125
513;125
514;124
515;126
516;125
517;125
518;126
519;128
520;126
521;126
522;128
523;128
524;127
525;127
526;126
527;127
528;125
529;126
530;126
531;129
532;130
533;130
534;128
535;127
536;128
537;127
538;126
539;125
540;126
541;126
542;127
543;127
544;128
545;129
546;129
547;127
548;126
549;126
550;127
551;128
552;130
553;128
554;128
555;127
556;127
557;128
558;126
559;125
560;126
561;125
562;125
563;124
564;125
565;125
566;126
567;125
568;123
569;124
570;123
571;125
572;126
573;128
574;128
575;128
576;127
577;127
578;127
579;127
580;127
581;126
582;126
583;127
584;126
585;125
586;125
587;124
588;126
589;126
590;125
591;125
592;126
593;126
594;124
595;125
596;127
597;128
598;128
599;128
600;127
601;126
602;127
603;128
604;128
605;128
606;126
607;125
608;125
609;125
610;125
611;126
612;125
613;126
614;126
615;125
616;126
617;127
618;129
619;129
620;129
621;129
622;130
623;129
624;127
625;126
626;127
627;128
628;129
629;129
630;129
631;130
632;131
633;131
634;130
635;130
636;129
637;128
638;127
639;127
640;127
641;126
642;124
643;125
644;125
645;124
646;125
647;124
648;123
649;123
650;122
651;121
652;122
653;123
654;125
655;126
656;126
657;125
658;126
659;127
660;127
661;128
662;128
663;129
664;129
665;130
666;130
667;129
668;129
669;129
670;129
671;129
672;129
673;129
674;130
675;129
676;129
677;128
678;127
679;127
680;128
681;127
682;128
683;128
684;128
685;129
686;130
687;130
688;130
689;129
690;128
691;129
692;129
693;129
694;130
695;130
696;130
697;128
698;128
699;128
700;126
701;126
702;127
703;127
704;127
705;126
706;128
707;127
708;126
709;128
710;126
711;125
712;127
713;127
714;125
715;129
716;128
717;127
718;129
719;130
720;130
721;131
722;133
723;131
724;131
725;133
726;130
727;130
728;131
729;130
730;131
731;131
732;130
733;130
734;128
735;129
736;128
737;128
738;129
739;131
740;131
741;129
742;131
743;130
744;128
745;127
746;128
747;127
748;127
749;128
750;126
751;126
